"Unnamed: 0","Unnamed: 1","Unnamed: 2","Unnamed: 3","Unnamed: 4","Unnamed: 5","Unnamed: 6","Unnamed: 7","Unnamed: 8","Unnamed: 9","Unnamed: 10","Unnamed: 11","Unnamed: 12","Unnamed: 13","Unnamed: 14","Unnamed: 15","Unnamed: 16"
"","4700","18","CEPRIC4714","6675.91","","","CEPRIC4718","7198.46","","","CEPRIC4722","7956.31","","","CEPRIC4725","8387.99"
"","4900","18","CEPRIC4914","7501.14","","","CEPRIC4918","7854.46","","","CEPRIC4922","9002.15","","","CEPRIC4925","9442.82"
"","5000","20","CEPRIC5014","7090.92","","","CEPRIC5018","7632.87","","","CEPRIC5022","8444.73","","","CEPRIC5025","8930.46"
"","5100","18","CEPRIC5114","7702.03","","","CEPRIC5118","7956.46","","","CEPRIC5122","9276.99","","","CEPRIC5125","9737.41"
"","5200","20","CEPRIC5214","7919.24","","","CEPRIC5218","8582.92","","","CEPRIC5222","9375.46","","","CEPRIC5225","9919.64"
"","5400","20","CEPRIC5414","8103.39","","","CEPRIC5418","8547.96","","","CEPRIC5422","9710.62","","","CEPRIC5425","10232.37"
"","5500","22","CEPRIC5514","8303.86","","","CEPRIC5518","9037.48","","","CEPRIC5522","9869.4","","","CEPRIC5525","10432.75"
"","5600","20","CEPRIC5614","8205.31","","","CEPRIC5618","8641.75","","","CEPRIC5622","9832.78","","","CEPRIC5625","10326.26"
"","5700","22","CEPRIC5714","8504.76","","","CEPRIC5718","9139.47","","","CEPRIC5722","10144.24","","","CEPRIC5725","10727.34"
"","5900","22","CEPRIC5914","8507.69","","","CEPRIC5918","9225.04","","","CEPRIC5922","10113.73","","","CEPRIC5925","10620.53"
"","6000","24","CEPRIC6014","8906.12","","","CEPRIC6018","9730.98","","","CEPRIC6022","10577.87","","","CEPRIC6025","11222.3"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM COMPENSADA MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1200","2","CEPRCM1280","1808.19","","","CEPRCM1210","1908.53","","","CEPRCM1212","2148.96","","","CEPRCM1214","2313.55"
"","1500","3","CEPRCM1580","2084.94","","","CEPRCM1510","2233.27","","","CEPRCM1512","2500.72","","","CEPRCM1514","2704.09"
"","1700","3","CEPRCM1780","2297.49","","","CEPRCM1710","2377.97","","","CEPRCM1712","2764","","","CEPRCM1714","2971.74"
"","2000","4","CEPRCM2080","2579.83","","","CEPRCM2010","2790.76","","","CEPRCM2012","3068.47","","","CEPRCM2014","3313.26"
"","2200","4","CEPRCM2280","2692.15","","","CEPRCM2210","2897.49","","","CEPRCM2212","3194.67","","","CEPRCM2214","3430.08"
"","2400","4","CEPRCM2480","3391.46","","","CEPRCM2410","3594.04","","","CEPRCM2412","3951.11","","","CEPRCM2414","4213.51"
"","2500","5","CEPRCM2580","2989.69","","","CEPRCM2510","3208.35","","","CEPRCM2512","3542.58","","","CEPRCM2514","3786.67"
"","2700","5","CEPRCM2780","3668.22","","","CEPRCM2710","3918.77","","","CEPRCM2712","4302.87","","","CEPRCM2714","4604.05"
"","2900","5","CEPRCM2980","3880.77","","","CEPRCM2910","4063.47","","","CEPRCM2912","4566.15","","","CEPRCM2914","4871.7"
"","3000","6","CEPRCM3080","3944.98","","","CEPRCM3010","4243.51","","","CEPRCM3012","4654.63","","","CEPRCM3014","4994.59"
"","3200","6","CEPRCM3280","4157.53","","","CEPRCM3210","4388.21","","","CEPRCM3212","4917.91","","","CEPRCM3214","5262.24"
"","3400","6","CEPRCM3480","4370.08","","","CEPRCM3410","4532.91","","","CEPRCM3412","5181.19","","","CEPRCM3414","5529.89"
"","3500","7","CEPRCM3580","4439.87","","","CEPRCM3510","4801","","","CEPRCM3512","5222.39","","","CEPRCM3514","5603.76"
"","3600","6","CEPRCM3680","4974.74","","","CEPRCM3610","5279.54","","","CEPRCM3612","5753.27","","","CEPRCM3614","6113.47"
"","3700","7","CEPRCM3780","4652.42","","","CEPRCM3710","4945.7","","","CEPRCM3712","5485.67","","","CEPRCM3714","5871.42"
"","3900","7","CEPRCM3980","4764.73","","","CEPRCM3910","5052.43","","","CEPRCM3912","5611.87","","","CEPRCM3914","5988.24"
"","4000","8","CEPRCM4080","4934.76","","","CEPRCM4010","5358.49","","","CEPRCM4012","5790.14","","","CEPRCM4014","6212.94"
"","4200","8","CEPRCM4280","5047.07","","","CEPRCM4210","5465.22","","","CEPRCM4212","5916.34","","","CEPRCM4214","6329.76"
"","4400","8","CEPRCM4480","5159.38","","","CEPRCM4410","5571.95","","","CEPRCM4412","6042.54","","","CEPRCM4414","6446.58"
"","4500","9","CEPRCM4580","5344.62","","","CEPRCM4510","5776.08","","","CEPRCM4512","6264.25","","","CEPRCM4514","6686.34"
"","4600","8","CEPRCM4680","5953.36","","","CEPRCM4610","6218.42","","","CEPRCM4612","6983.35","","","CEPRCM4614","7429.85"
"","4700","9","CEPRCM4780","5456.93","","","CEPRCM4710","5882.81","","","CEPRCM4712","6390.45","","","CEPRCM4714","6803.16"
"","4900","9","CEPRCM4980","6230.11","","","CEPRCM4910","6543.15","","","CEPRCM4912","7335.1","","","CEPRCM4914","7820.39"
"","5000","10","CEPRCM5080","5754.48","","","CEPRCM5010","6193.67","","","CEPRCM5012","6738.36","","","CEPRCM5014","7159.74"
"","5100","9","CEPRCM5180","6442.67","","","CEPRCM5110","6687.85","","","CEPRCM5112","7598.39","","","CEPRCM5114","8088.05"
"","5200","10","CEPRCM5280","6518.04","","","CEPRCM5210","7043.99","","","CEPRCM5212","7592.3","","","CEPRCM5214","8112.9"
"","5400","10","CEPRCM5480","6725.01","","","CEPRCM5410","7100.64","","","CEPRCM5412","7902.86","","","CEPRCM5414","8429.57"
"","5500","11","CEPRCM5580","6794.79","","","CEPRCM5510","7368.73","","","CEPRCM5512","7944.06","","","CEPRCM5514","8503.43"
"","5600","10","CEPRCM5680","6837.32","","","CEPRCM5610","7207.37","","","CEPRCM5612","8029.06","","","CEPRCM5614","8546.39"
"","5700","11","CEPRCM5780","7007.35","","","CEPRCM5710","7513.43","","","CEPRCM5712","8207.34","","","CEPRCM5714","8771.09"
"","5900","11","CEPRCM5980","7019.42","","","CEPRCM5910","7582.19","","","CEPRCM5912","8196.46","","","CEPRCM5914","8737.07"
"","6000","12","CEPRCM6080","7289.69","","","CEPRCM6010","7926.22","","","CEPRCM6012","8511.81","","","CEPRCM6014","9112.61"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM COMPENSADA CENTRAL","ANCHO","","FONDO 1400","","","","FONDO 1800","","","","FONDO 2200","","","","FONDO 2500",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1200","4","CEPRCC1214","3251.63","","","CEPRCC1218","3324.06","","","CEPRCC1222","3863.2","","","CEPRCC1225","4032.89"
"","1500","6","CEPRCC1514","3799.9","","","CEPRCC1518","3968.28","","","CEPRCC1522","4561.47","","","CEPRCC1525","4757.47"
"","1700","6","CEPRCC1714","4153.96","","","CEPRCC1718","4186.65","","","CEPRCC1722","5016.99","","","CEPRCC1725","5240.08"
"","2000","8","CEPRCC2014","4712.63","","","CEPRCC2018","5006.21","","","CEPRCC2022","5619.93","","","CEPRCC2025","5927.18"
"","2200","8","CEPRCC2214","4803.49","","","CEPRCC2218","5085.92","","","CEPRCC2222","5738.58","","","CEPRCC2225","6007.03"
"","2400","8","CEPRCC2414","6010.73","","","CEPRCC2418","6281.11","","","CEPRCC2422","7019.82","","","CEPRCC2425","7340.43"
"","2500","10","CEPRCC2514","5413.16","","","CEPRCC2518","5722.21","","","CEPRCC2522","6448.97","","","CEPRCC2525","6791.58"
"","2700","10","CEPRCC2714","6559","","","CEPRCC2718","6925.33","","","CEPRCC2722","7718.09","","","CEPRCC2725","8065.01"
"","2900","10","CEPRCC2914","6913.06","","","CEPRCC2918","7143.7","","","CEPRCC2922","8173.61","","","CEPRCC2925","8547.62"
"","3000","12","CEPRCC3014","7107.26","","","CEPRCC3018","7569.55","","","CEPRCC3022","8416.35","","","CEPRCC3025","8789.58"
"","3200","12","CEPRCC3214","7461.33","","","CEPRCC3218","7787.92","","","CEPRCC3222","8871.88","","","CEPRCC3225","9272.2"
"","3400","12","CEPRCC3414","7815.39","","","CEPRCC3418","8006.29","","","CEPRCC3422","9327.4","","","CEPRCC3425","9754.81"
"","3500","14","CEPRCC3514","8019.99","","","CEPRCC3518","8607.48","","","CEPRCC3522","9474.81","","","CEPRCC3525","9959.29"
"","3600","12","CEPRCC3614","8769.83","","","CEPRCC3618","9238.15","","","CEPRCC3622","10176.44","","","CEPRCC3625","10647.97"
"","3700","14","CEPRCC3714","8374.06","","","CEPRCC3718","8825.84","","","CEPRCC3722","9930.34","","","CEPRCC3725","10441.91"
"","3900","14","CEPRCC3914","8464.93","","","CEPRCC3918","8905.55","","","CEPRCC3922","10048.99","","","CEPRCC3925","10521.76"
"","4000","16","CEPRCC4014","8932.72","","","CEPRCC4018","9645.4","","","CEPRCC4022","10533.27","","","CEPRCC4025","11129"
"","4200","16","CEPRCC4214","9023.59","","","CEPRCC4218","9725.11","","","CEPRCC4222","10651.92","","","CEPRCC4225","11208.86"
"","4400","16","CEPRCC4414","9114.46","","","CEPRCC4418","9804.82","","","CEPRCC4422","10770.57","","","CEPRCC4425","11288.71"
"","4500","18","CEPRCC4514","9633.26","","","CEPRCC4518","10361.4","","","CEPRCC4522","11362.31","","","CEPRCC4525","11993.41"
"","4600","16","CEPRCC4614","10574.5","","","CEPRCC4618","10963.33","","","CEPRCC4622","12484.02","","","CEPRCC4625","13062.35"
"","4700","18","CEPRCC4714","9724.13","","","CEPRCC4718","10441.11","","","CEPRCC4722","11480.96","","","CEPRCC4725","12073.26"
"","4900","18","CEPRCC4914","11122.76","","","CEPRCC4918","11607.55","","","CEPRCC4922","13182.29","","","CEPRCC4925","13786.93"
"","5000","20","CEPRCC5014","10333.8","","","CEPRCC5018","11077.4","","","CEPRCC5022","12191.35","","","CEPRCC5025","12857.82"
"","5100","18","CEPRCC5114","11476.83","","","CEPRCC5118","11825.92","","","CEPRCC5122","13637.81","","","CEPRCC5125","14269.55"
"","5200","20","CEPRCC5214","11691.82","","","CEPRCC5218","12602.45","","","CEPRCC5222","13689.89","","","CEPRCC5225","14436.54"
"","5400","20","CEPRCC5414","12035.49","","","CEPRCC5418","12645.48","","","CEPRCC5422","14240.75","","","CEPRCC5425","14956.64"
"","5500","22","CEPRCC5514","12240.08","","","CEPRCC5518","13246.67","","","CEPRCC5522","14388.15","","","CEPRCC5525","15161.12"
"","5600","20","CEPRCC5614","12126.36","","","CEPRCC5618","12725.19","","","CEPRCC5622","14359.4","","","CEPRCC5625","15036.49"
"","5700","22","CEPRCC5714","12594.15","","","CEPRCC5718","13465.04","","","CEPRCC5722","14843.68","","","CEPRCC5725","15643.74"
"","5900","22","CEPRCC5914","12421.82","","","CEPRCC5918","13406.09","","","CEPRCC5922","14625.45","","","CEPRCC5925","15320.83"
"","6000","24","CEPRCC6014","13152.81","","","CEPRCC6018","14284.6","","","CEPRCC6022","15446.61","","","CEPRCC6025","16330.83"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM MONOBLOCK MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"MOTOR","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"9/9 1/3 cv ","1000","2","CEPRMM9131080","1573.16","","","CEPRMM9131010","1656.36","","","CEPRMM9131012","1829.06","","","CEPRMM9131014","1948.87"
"9/9 1/3 cv ","1200","2","CEPRMM9131280","1702.81","","","CEPRMM9131210","1777.64","","","CEPRMM9131212","1956.94","","","CEPRMM9131214","2079.69"
"9/9 1/2 cv ","1200","2","CEPRMM9121280","1718.21","","","CEPRMM9121210","1793.04","","","CEPRMM9121212","1972.34","","","CEPRMM9121214","2095.09"
"9/9 1/3 cv ","1500","3","CEPRMM9131580","1870.13","","","CEPRMM9131510","1980.75","","","CEPRMM9131512","2180.2","","","CEPRMM9131514","2331.87"
"9/9 1/2 cv ","1500","3","CEPRMM9121580","1885.53","","","CEPRMM9121510","1996.15","","","CEPRMM9121512","2195.6","","","CEPRMM9121514","2347.27"
"9/9 1/3 cv ","1700","3","CEPRMM9131780","1986.6","","","CEPRMM9131710","2046.62","","","CEPRMM9131712","2334.5","","","CEPRMM9131714","2489.43"
"9/9 1/2 cv ","1700","3","CEPRMM9121780","2002","","","CEPRMM9121710","2062.02","","","CEPRMM9121712","2349.9","","","CEPRMM9121714","2504.83"
"9/9 3/4 cv ","1700","3","CEPRMM9341780","2028.4","","","CEPRMM9341710","2088.42","","","CEPRMM9341712","2376.3","","","CEPRMM9341714","2531.23"
"9/9 1/3 cv ","2000","4","CEPRMM9132080","2162.82","","","CEPRMM9132010","2320.12","","","CEPRMM9132012","2527.23","","","CEPRMM9132014","2709.78"
"9/9 1/2 cv ","2000","4","CEPRMM9122080","2178.22","","","CEPRMM9122010","2335.52","","","CEPRMM9122012","2542.63","","","CEPRMM9122014","2725.18"
"9/9 3/4 cv ","2000","4","CEPRMM9342080","2204.62","","","CEPRMM9342010","2361.92","","","CEPRMM9342012","2569.03","","","CEPRMM9342014","2751.58"
"9/9 1/2 cv ","2200","4","CEPRMM9122280","2270.07","","","CEPRMM9122210","2423.21","","","CEPRMM9122212","2644.84","","","CEPRMM9122214","2820.4"
"9/9 3/4 cv ","2200","4","CEPRMM9342280","2296.47","","","CEPRMM9342210","2449.61","","","CEPRMM9342212","2671.24","","","CEPRMM9342214","2846.8"
"9/9 1/2 cv ","2400","4","CEPRMM9122480","2705.49","","","CEPRMM9122410","2856.56","","","CEPRMM9122412","3122.86","","","CEPRMM9122414","3318.54"
"9/9 3/4 cv ","2400","4","CEPRMM9342480","2731.89","","","CEPRMM9342410","2882.96","","","CEPRMM9342412","3149.26","","","CEPRMM9342414","3344.94"
"9/9 1/2 cv ","2500","5","CEPRMM9122580","2450.31","","","CEPRMM9122510","2613.37","","","CEPRMM9122512","2862.63","","","CEPRMM9122514","3044.66"
"9/9 3/4 cv ","2500","5","CEPRMM9342580","2476.71","","","CEPRMM9342510","2639.77","","","CEPRMM9342512","2889.03","","","CEPRMM9342514","3071.06"
"2 x 9/9 1/2 cv","2700","5","CEPRMM9122780","3436.01","","","CEPRMM9122710","3622.87","","","CEPRMM9122712","3909.31","","","CEPRMM9122714","4133.92"
"2 x 9/9 3/4 cv","2700","5","CEPRMM9342780","3488.81","","","CEPRMM9342710","3675.67","","","CEPRMM9342712","3962.11","","","CEPRMM9342714","4186.72"
"10/10 1 cv T","2700","5","CEPRMM1012780","2899.21","","","CEPRMM1012710","3086.07","","","CEPRMM1012712","3372.51","","","CEPRMM1012714","3597.12"
"2 x 9/9 1/2 cv","2900","5","CEPRMM9122980","3552.48","","","CEPRMM9122910","3688.73","","","CEPRMM9122912","4063.61","","","CEPRMM9122914","4291.48"
"2 x 9/9 3/4 cv","2900","5","CEPRMM9342980","3605.28","","","CEPRMM9342910","3741.53","","","CEPRMM9342912","4116.41","","","CEPRMM9342914","4344.28"
"10/10 1 cv T","2900","5","CEPRMM1012980","3015.68","","","CEPRMM1012910","3151.93","","","CEPRMM1012912","3526.81","","","CEPRMM1012914","3754.68"
"2 x 9/9 1/2 cv","3000","6","CEPRMM9123080","3603.34","","","CEPRMM9123010","3825.97","","","CEPRMM9123012","4132.57","","","CEPRMM9123014","4386.1"
"2 x 9/9 3/4 cv","3000","6","CEPRMM9343080","3656.14","","","CEPRMM9343010","3878.77","","","CEPRMM9343012","4185.37","","","CEPRMM9343014","4438.9"
"10/10 1 cv T","3000","6","CEPRMM1013080","3066.54","","","CEPRMM1013010","3289.17","","","CEPRMM1013012","3595.77","","","CEPRMM1013014","3849.3"
"2 x 9/9 1/2 cv","3200","6","CEPRMM9123280","3719.8","","","CEPRMM9123210","3891.84","","","CEPRMM9123212","4286.87","","","CEPRMM9123214","4543.66"
"2 x 9/9 3/4 cv","3200","6","CEPRMM9343280","3772.6","","","CEPRMM9343210","3944.64","","","CEPRMM9343212","4339.67","","","CEPRMM9343214","4596.46"
"2 x 9/9 1/2 cv","3400","6","CEPRMM9123480","3836.27","","","CEPRMM9123410","3957.71","","","CEPRMM9123412","4441.17","","","CEPRMM9123414","4701.22"
"2 x 9/9 3/4 cv","3400","6","CEPRMM9343480","3889.07","","","CEPRMM9343410","4010.51","","","CEPRMM9343412","4493.97","","","CEPRMM9343414","4754.02"
"2 x 9/9 1/2 cv","3500","7","CEPRMM9123580","3896.02","","","CEPRMM9123510","4165.34","","","CEPRMM9123512","4479.6","","","CEPRMM9123514","4764.01"
"2 x 9/9 3/4 cv","3500","7","CEPRMM9343580","3948.82","","","CEPRMM9343510","4218.14","","","CEPRMM9343512","4532.4","","","CEPRMM9343514","4816.81"
"2 x 9/9 1/2 cv","3600","6","CEPRMM9123680","4255.97","","","CEPRMM9123610","4483.28","","","CEPRMM9123612","4836.57","","","CEPRMM9123614","5105.2"
"2 x 9/9 3/4 cv","3600","6","CEPRMM9343680","4308.77","","","CEPRMM9343610","4536.08","","","CEPRMM9343612","4889.37","","","CEPRMM9343614","5158"
"2 x 9/9 1/2 cv","3700","7","CEPRMM9123780","4012.49","","","CEPRMM9123710","4231.21","","","CEPRMM9123712","4633.9","","","CEPRMM9123714","4921.57"
"2 x 9/9 3/4 cv","3700","7","CEPRMM9343780","4065.29","","","CEPRMM9343710","4284.01","","","CEPRMM9343712","4686.7","","","CEPRMM9343714","4974.37"
"2 x 9/9 1/2 cv","3900","7","CEPRMM9123980","4104.35","","","CEPRMM9123910","4318.9","","","CEPRMM9123912","4736.11","","","CEPRMM9123914","5016.79"
"2 x 9/9 3/4 cv","3900","7","CEPRMM9343980","4157.15","","","CEPRMM9343910","4371.7","","","CEPRMM9343912","4788.91","","","CEPRMM9343914","5069.59"
"2 x 9/9 1/2 cv","4000","8","CEPRMM9124080","4188.71","","","CEPRMM9124010","4504.71","","","CEPRMM9124012","4826.62","","","CEPRMM9124014","5141.93"
"2 x 9/9 3/4 cv","4000","8","CEPRMM9344080","4241.51","","","CEPRMM9344010","4557.51","","","CEPRMM9344012","4879.42","","","CEPRMM9344014","5194.73"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM MONOBLOCK CENTRAL","ANCHO","","FONDO 1400","","","","FONDO 1800","","","","FONDO 2200","","","","FONDO 2500",""
"MOTOR","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"10/10 1 T","1200","4","CEPRMC1011214","2577.52","","","CEPRMC1011218","2629.07","","","CEPRMC1011222","3012.87","","","CEPRMC1011225","3133.66"
"10/10 1 T","1500","6","CEPRMC1011514","2880.4","","","CEPRMC1011518","3000.27","","","CEPRMC1011522","3422.54","","","CEPRMC1011525","3562.06"
"10/10 1 T","1700","6","CEPRMC1011714","3052.22","","","CEPRMC1011718","3075.49","","","CEPRMC1011722","3666.58","","","CEPRMC1011725","3825.39"
"10/10 1 T","2000","8","CEPRMC1012014","3354.92","","","CEPRMC1012018","3563.91","","","CEPRMC1012022","4000.79","","","CEPRMC1012025","4219.51"
"10/10 1 T","2200","8","CEPRMC1012214","3454.09","","","CEPRMC1012218","3655.13","","","CEPRMC1012222","4119.74","","","CEPRMC1012225","4310.84"
"10/10 1 T","2400","8","CEPRMC1012414","4147.33","","","CEPRMC1012418","4339.79","","","CEPRMC1012422","4865.66","","","CEPRMC1012425","5093.89"
"10/10 1 T","2500","10","CEPRMC1012514","3780.99","","","CEPRMC1012518","4000.98","","","CEPRMC1012522","4518.34","","","CEPRMC1012525","4762.23"
"10/10 1 T","2700","10","CEPRMC1012714","4918.72","","","CEPRMC1012718","5179.5","","","CEPRMC1012722","5743.84","","","CEPRMC1012725","5990.8"
"2 x 10/10 1 T","2900","10","CEPRMC1012914","5090.54","","","CEPRMC1012918","5254.72","","","CEPRMC1012922","5987.88","","","CEPRMC1012925","6254.13"
"2 x 10/10 1 T","3000","12","CEPRMC1013014","5410.19","","","CEPRMC1013018","5739.28","","","CEPRMC1013022","6342.08","","","CEPRMC1013025","6607.78"
"2 x 10/10 1 T","3200","12","CEPRMC1013214","5582.01","","","CEPRMC1013218","5814.5","","","CEPRMC1013222","6586.13","","","CEPRMC1013225","6871.11"
"2 x 10/10 1 T","3400","12","CEPRMC1013414","5753.83","","","CEPRMC1013418","5889.72","","","CEPRMC1013422","6830.18","","","CEPRMC1013425","7134.44"
"2 x 10/10 1 T","3500","14","CEPRMC1013514","5884.7","","","CEPRMC1013518","6302.92","","","CEPRMC1013522","6920.34","","","CEPRMC1013525","7265.23"
"2 x 10/10 1 T","3600","12","CEPRMC1013614","6374.22","","","CEPRMC1013618","6707.6","","","CEPRMC1013622","7375.54","","","CEPRMC1013625","7711.2"
"2 x 10/10 1 T","3700","14","CEPRMC1013714","6056.53","","","CEPRMC1013718","6378.14","","","CEPRMC1013722","7164.39","","","CEPRMC1013725","7528.56"
"2 x 10/10 1 T","3900","14","CEPRMC1013914","6155.69","","","CEPRMC1013918","6469.36","","","CEPRMC1013922","7283.33","","","CEPRMC1013925","7619.88"
"2 x 10/10 1 T","4000","16","CEPRMC1014014","6359.22","","","CEPRMC1014018","6866.56","","","CEPRMC1014022","7498.6","","","CEPRMC1014025","7922.68"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM MONOBLOCK 400º/2H","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"MOTOR","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"9/9 3/4 cv 400º/2h","1000","2","CEPRM4M1080","2505.58","","","CEPRM4M1010","2590.68","","","CEPRM4M1012","2767.3","","","CEPRM4M1014","2889.84"
"9/9 3/4 cv 400º/2h","1200","2","CEPRM4M1280","2638.18","","","CEPRM4M1210","2714.72","","","CEPRM4M1212","2898.09","","","CEPRM4M1214","3023.63"
"9/9 3/4 cv 400º/2h","1500","3","CEPRM4M1580","2809.31","","","CEPRM4M1510","2922.44","","","CEPRM4M1512","3126.42","","","CEPRM4M1514","3281.54"
"9/9 3/4 cv 400º/2h","1700","3","CEPRM4M1780","2928.42","","","CEPRM4M1710","2989.8","","","CEPRM4M1712","3284.23","","","CEPRM4M1714","3442.68"
"9/9 3/4 cv 400º/2h","2000","4","CEPRM4M2080","3108.65","","","CEPRM4M2010","3269.52","","","CEPRM4M2012","3481.34","","","CEPRM4M2014","3668.04"
"9/9 3/4 cv 400º/2h","2200","4","CEPRM4M2280","3202.59","","","CEPRM4M2210","3359.21","","","CEPRM4M2212","3585.87","","","CEPRM4M2214","3765.42"
"9/9 3/4 cv 400º/2h","2400","4","CEPRM4M2480","3647.9","","","CEPRM4M2410","3802.4","","","CEPRM4M2412","4074.75","","","CEPRM4M2414","4274.88"
"9/9 3/4 cv 400º/2h","2500","5","CEPRM4M2580","3386.91","","","CEPRM4M2510","3553.68","","","CEPRM4M2512","3808.61","","","CEPRM4M2514","3994.77"
"9/9 3/4 cv 400º/2h","2700","5","CEPRM4M2780","3819.02","","","CEPRM4M2710","4010.12","","","CEPRM4M2712","4303.08","","","CEPRM4M2714","4532.79"
"9/9 3/4 cv 400º/2h","2900","5","CEPRM4M2980","3938.14","","","CEPRM4M2910","4077.49","","","CEPRM4M2912","4460.89","","","CEPRM4M2914","4693.93"
"9/9 3/4 cv 400º/2h","3000","6","CEPRM4M3080","3990.15","","","CEPRM4M3010","4217.84","","","CEPRM4M3012","4531.41","","","CEPRM4M3014","4790.7"
"2 x 9/9 3/4 cv 400º/2h","3200","6","CEPRM4M3280","5566.19","","","CEPRM4M3210","5742.13","","","CEPRM4M3212","6146.14","","","CEPRM4M3214","6408.76"
"2 x 9/9 3/4 cv 400º/2h","3400","6","CEPRM4M3480","5685.3","","","CEPRM4M3410","5809.49","","","CEPRM4M3412","6303.94","","","CEPRM4M3414","6569.9"
"2 x 9/9 3/4 cv 400º/2h","3500","7","CEPRM4M3580","5746.41","","","CEPRM4M3510","6021.85","","","CEPRM4M3512","6343.25","","","CEPRM4M3514","6634.13"
"2 x 9/9 3/4 cv 400º/2h","3600","6","CEPRM4M3680","6114.54","","","CEPRM4M3610","6347.01","","","CEPRM4M3612","6708.33","","","CEPRM4M3614","6983.06"
"2 x 9/9 3/4 cv 400º/2h","3700","7","CEPRM4M3780","5865.53","","","CEPRM4M3710","6089.21","","","CEPRM4M3712","6501.05","","","CEPRM4M3714","6795.27"
"2 x 9/9 3/4 cv 400º/2h","3900","7","CEPRM4M3980","5959.47","","","CEPRM4M3910","6178.9","","","CEPRM4M3912","6605.59","","","CEPRM4M3914","6892.65"
"2 x 9/9 3/4 cv 400º/2h","4000","8","CEPRM4M4080","6045.75","","","CEPRM4M4010","6368.93","","","CEPRM4M4012","6698.16","","","CEPRM4M4014","7020.63"
"","","","","","","","","","","","","","","","",""
"CAMPANA INDUCTORA MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1000","2","CEIDM1080","2169.82","","","CEIDM1010","2290.24","","","CEIDM1012","2578.75","","","CEIDM1014","2776.26"
"","1200","2","CEIDM1280","2501.93","","","CEIDM1210","2679.92","","","CEIDM1212","3000.86","","","CEIDM1214","3244.91"
"","1500","3","CEIDM1580","2756.99","","","CEIDM1510","2853.56","","","CEIDM1512","3316.8","","","CEIDM1514","3566.09"
"","1700","3","CEIDM1780","3095.8","","","CEIDM1710","3348.91","","","CEIDM1712","3682.17","","","CEIDM1714","3975.92"
"","2000","4","CEIDM2080","3230.57","","","CEIDM2010","3476.99","","","CEIDM2012","3833.61","","","CEIDM2014","4116.1"
"","2200","4","CEIDM2280","4069.76","","","CEIDM2210","4312.84","","","CEIDM2212","4741.33","","","CEIDM2214","5056.21"
"","2400","4","CEIDM2480","3587.63","","","CEIDM2410","3850.02","","","CEIDM2412","4251.1","","","CEIDM2414","4544"
"","2500","5","CEIDM2580","4401.86","","","CEIDM2510","4702.53","","","CEIDM2512","5163.44","","","CEIDM2514","5524.86"
"","2700","5","CEIDM2780","4656.93","","","CEIDM2710","4876.17","","","CEIDM2712","5479.38","","","CEIDM2714","5846.04"
"","2900","5","CEIDM2980","4733.97","","","CEIDM2910","5092.21","","","CEIDM2912","5585.55","","","CEIDM2914","5993.5"
"","3000","6","CEIDM3080","4989.03","","","CEIDM3010","5265.85","","","CEIDM3012","5901.49","","","CEIDM3014","6314.69"
"","3200","6","CEIDM3280","5244.1","","","CEIDM3210","5439.49","","","CEIDM3212","6217.43","","","CEIDM3214","6635.87"
"","3400","6","CEIDM3480","5327.84","","","CEIDM3410","5761.2","","","CEIDM3412","6266.86","","","CEIDM3414","6724.51"
"","3500","7","CEIDM3580","5969.69","","","CEIDM3510","6335.45","","","CEIDM3512","6903.92","","","CEIDM3514","7336.17"
"","3600","6","CEIDM3680","5582.9","","","CEIDM3610","5934.84","","","CEIDM3612","6582.8","","","CEIDM3614","7045.7"
"","3700","7","CEIDM3780","5717.68","","","CEIDM3710","6062.92","","","CEIDM3712","6734.24","","","CEIDM3714","7185.88"
