"Unnamed: 0","Unnamed: 1","Unnamed: 2","Unnamed: 3","Unnamed: 4","Unnamed: 5","Unnamed: 6","Unnamed: 7","Unnamed: 8","Unnamed: 9","Unnamed: 10","Unnamed: 11","Unnamed: 12","Unnamed: 13","Unnamed: 14","Unnamed: 15","Unnamed: 16"
"9/9 1/2 cv ","2500","5","CEOPMM9122580","1965.09","","","CEOPMM9122510","2065.38","","","CEOPMM9122512","2217.67","","","",""
"9/9 3/4 cv ","2500","5","CEOPMM9342580","1990.29","","","CEOPMM9342510","2090.58","","","CEOPMM9342512","2242.87","","","",""
"2 x 9/9 1/2 cv","2700","5","CEOPMM9122780","2810.35","","","CEOPMM9122710","2928.86","","","CEOPMM9122712","3106.15","","","",""
"2 x 9/9 3/4 cv","2700","5","CEOPMM9342780","2860.75","","","CEOPMM9342710","2979.26","","","CEOPMM9342712","3156.55","","","",""
"10/10 1 cv T","2700","5","CEOPMM1012780","2297.95","","","CEOPMM1012710","2416.46","","","CEOPMM1012712","2593.75","","","",""
"2 x 9/9 1/2 cv","2900","5","CEOPMM9122980","2898.67","","","CEOPMM9122910","3023.91","","","CEOPMM9122912","3207.54","","","",""
"2 x 9/9 3/4 cv","2900","5","CEOPMM9342980","2949.07","","","CEOPMM9342910","3074.31","","","CEOPMM9342912","3257.94","","","",""
"10/10 1 cv T","2900","5","CEOPMM1012980","2386.27","","","CEOPMM1012910","2511.51","","","CEOPMM1012912","2695.14","","","",""
"2 x 9/9 1/2 cv","3000","6","CEOPMM9123080","2932.36","","","CEOPMM9123010","3054.4","","","CEOPMM9123012","3251.22","","","",""
"2 x 9/9 3/4 cv","3000","6","CEOPMM9343080","2982.76","","","CEOPMM9343010","3104.8","","","CEOPMM9343012","3301.62","","","",""
"10/10 1 cv T","3000","6","CEOPMM1013080","2419.96","","","CEOPMM1013010","2542","","","CEOPMM1013012","2738.82","","","",""
"2 x 9/9 1/2 cv","3200","6","CEOPMM9123280","3020.68","","","CEOPMM9123210","3149.45","","","CEOPMM9123212","3352.61","","","",""
"2 x 9/9 3/4 cv","3200","6","CEOPMM9343280","3071.08","","","CEOPMM9343210","3199.85","","","CEOPMM9343212","3403.01","","","",""
"2 x 9/9 1/2 cv","3400","6","CEOPMM9123480","3109.01","","","CEOPMM9123410","3244.49","","","CEOPMM9123412","3454","","","",""
"2 x 9/9 3/4 cv","3400","6","CEOPMM9343480","3159.41","","","CEOPMM9343410","3294.89","","","CEOPMM9343412","3504.4","","","",""
"2 x 9/9 1/2 cv","3500","7","CEOPMM9123580","3150.13","","","CEOPMM9123510","3285.78","","","CEOPMM9123512","3501.54","","","",""
"2 x 9/9 3/4 cv","3500","7","CEOPMM9343580","3200.53","","","CEOPMM9343510","3336.18","","","CEOPMM9343512","3551.94","","","",""
"2 x 9/9 1/2 cv","3600","6","CEOPMM9123680","3409.01","","","CEOPMM9123610","3564.49","","","CEOPMM9123612","3785.17","","","",""
"2 x 9/9 3/4 cv","3600","6","CEOPMM9343680","3459.41","","","CEOPMM9343610","3614.89","","","CEOPMM9343612","3835.57","","","",""
"2 x 9/9 1/2 cv","3700","7","CEOPMM9123780","3238.45","","","CEOPMM9123710","3380.83","","","CEOPMM9123712","3602.93","","","",""
"2 x 9/9 3/4 cv","3700","7","CEOPMM9343780","3288.85","","","CEOPMM9343710","3431.23","","","CEOPMM9343712","3653.33","","","",""
"2 x 9/9 1/2 cv","3900","7","CEOPMM9123980","3304.73","","","CEOPMM9123910","3449.87","","","CEOPMM9123912","3679.12","","","",""
"2 x 9/9 3/4 cv","3900","7","CEOPMM9343980","3355.13","","","CEOPMM9343910","3500.27","","","CEOPMM9343912","3729.52","","","",""
"2 x 9/9 1/2 cv","4000","8","CEOPMM9124080","3367.9","","","CEOPMM9124010","3517.16","","","CEOPMM9124012","3751.86","","","",""
"2 x 9/9 3/4 cv","4000","8","CEOPMM9344080","3418.3","","","CEOPMM9344010","3567.56","","","CEOPMM9344012","3802.26","","","",""
"","","","","","","","","","","","","","","","",""
"CAMPANA ÓPTIMA MONOBLOCK CENTRAL","ANCHO","","Fondo 1400","","","","Fondo 1800","","","","Fondo 2200","","","","",""
"MOTOR","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","",""
"10/10 1 T","1200","4","CEOPMC1011214","2244.38","","","CEOPMC1011218","2340.94","","","CEOPMC1011222","2573","","","",""
"10/10 1 T","1500","6","CEOPMC1011514","2482.68","","","CEOPMC1011518","2597.8","","","CEOPMC1011522","2859.61","","","",""
"10/10 1 T","1700","6","CEOPMC1011714","2614.81","","","CEOPMC1011718","2750.66","","","CEOPMC1011722","3019.11","","","",""
"10/10 1 T","2000","8","CEOPMC1012014","2850.7","","","CEOPMC1012018","3012.36","","","CEOPMC1012022","3295.83","","","",""
"10/10 1 T","2200","8","CEOPMC1012214","2909.75","","","CEOPMC1012218","3080.16","","","CEOPMC1012222","3375.64","","","",""
"10/10 1 T","2400","8","CEOPMC1012414","3424.37","","","CEOPMC1012418","3658.17","","","CEOPMC1012422","3939.64","","","",""
"10/10 1 T","2500","10","CEOPMC1012514","3161.98","","","CEOPMC1012518","3356.74","","","CEOPMC1012522","3665.01","","","",""
"10/10 1 T","2700","10","CEOPMC1012714","4153.49","","","CEOPMC1012718","4428.16","","","CEOPMC1012722","4717.07","","","",""
"2 x 10/10 1 T","2900","10","CEOPMC1012914","4285.63","","","CEOPMC1012918","4581.02","","","CEOPMC1012922","4876.57","","","",""
"2 x 10/10 1 T","3000","12","CEOPMC1013014","4589.36","","","CEOPMC1013018","4891.57","","","CEOPMC1013022","5201.25","","","",""
"2 x 10/10 1 T","3200","12","CEOPMC1013214","4721.49","","","CEOPMC1013218","5044.43","","","CEOPMC1013222","5360.75","","","",""
"2 x 10/10 1 T","3400","12","CEOPMC1013414","4853.62","","","CEOPMC1013418","5197.28","","","CEOPMC1013422","5520.25","","","",""
"2 x 10/10 1 T","3500","14","CEOPMC1013514","4957.37","","","CEOPMC1013518","5306.12","","","CEOPMC1013522","5637.46","","","",""
"2 x 10/10 1 T","3600","12","CEOPMC1013614","5292.74","","","CEOPMC1013618","5695.07","","","CEOPMC1013622","5994.66","","","",""
"2 x 10/10 1 T","3700","14","CEOPMC1013714","5089.51","","","CEOPMC1013718","5458.98","","","CEOPMC1013722","5796.96","","","",""
"2 x 10/10 1 T","3900","14","CEOPMC1013914","5148.55","","","CEOPMC1013918","5526.78","","","CEOPMC1013922","5876.78","","","",""
"2 x 10/10 1 T","4000","16","CEOPMC1014014","5325.39","","","CEOPMC1014018","5720.67","","","CEOPMC1014022","6073.68","","","",""
"","","","","","","","","","","","","","","","",""
"CAMPANA ÓPTIMA MONOBLOCK 400º/2H","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","",""
"MOTOR","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","",""
"9/9 3/4 cv 400º/2h","1000","2","CEOPM4M1080","2174.32","","","CEOPM4M1010","2244.97","","","CEOPM4M1012","2331.61","","","",""
"9/9 3/4 cv 400º/2h","1200","2","CEOPM4M1280","2252.25","","","CEOPM4M1210","2326.76","","","CEOPM4M1212","2421.59","","","",""
"9/9 3/4 cv 400º/2h","1500","3","CEOPM4M1580","2374.26","","","CEOPM4M1510","2452.3","","","CEOPM4M1512","2566.66","","","",""
"9/9 3/4 cv 400º/2h","1700","3","CEOPM4M1780","2462.59","","","CEOPM4M1710","2547.34","","","CEOPM4M1712","2668.05","","","",""
"9/9 3/4 cv 400º/2h","2000","4","CEOPM4M2080","2592.03","","","CEOPM4M2010","2683.67","","","CEOPM4M2012","2816.98","","","",""
"9/9 3/4 cv 400º/2h","2200","4","CEOPM4M2280","2658.31","","","CEOPM4M2210","2752.72","","","CEOPM4M2212","2893.17","","","",""
"9/9 3/4 cv 400º/2h","2400","4","CEOPM4M2480","2972.93","","","CEOPM4M2410","3087.92","","","CEOPM4M2412","3245.68","","","",""
"9/9 3/4 cv 400º/2h","2500","5","CEOPM4M2580","2787.28","","","CEOPM4M2510","2887.57","","","CEOPM4M2512","3039.87","","","",""
"9/9 3/4 cv 400º/2h","2700","5","CEOPM4M2780","3094.94","","","CEOPM4M2710","3213.46","","","CEOPM4M2712","3390.74","","","",""
"9/9 3/4 cv 400º/2h","2900","5","CEOPM4M2980","3183.26","","","CEOPM4M2910","3308.5","","","CEOPM4M2912","3492.13","","","",""
"9/9 3/4 cv 400º/2h","3000","6","CEOPM4M3080","3216.95","","","CEOPM4M3010","3338.99","","","CEOPM4M3012","3535.81","","","",""
"2 x 9/9 3/4 cv 400º/2h","3200","6","CEOPM4M3280","4665.07","","","CEOPM4M3210","4793.83","","","CEOPM4M3212","4996.99","","","",""
"2 x 9/9 3/4 cv 400º/2h","3400","6","CEOPM4M3480","4753.39","","","CEOPM4M3410","4888.88","","","CEOPM4M3412","5098.38","","","",""
"2 x 9/9 3/4 cv 400º/2h","3500","7","CEOPM4M3580","4794.51","","","CEOPM4M3510","4930.16","","","CEOPM4M3512","5145.92","","","",""
"2 x 9/9 3/4 cv 400º/2h","3600","6","CEOPM4M3680","5053.4","","","CEOPM4M3610","5208.87","","","CEOPM4M3612","5429.55","","","",""
"2 x 9/9 3/4 cv 400º/2h","3700","7","CEOPM4M3780","4882.84","","","CEOPM4M3710","5025.21","","","CEOPM4M3712","5247.31","","","",""
"2 x 9/9 3/4 cv 400º/2h","3900","7","CEOPM4M3980","4949.11","","","CEOPM4M3910","5094.26","","","CEOPM4M3912","5323.5","","","",""
"2 x 9/9 3/4 cv 400º/2h","4000","8","CEOPM4M4080","5012.28","","","CEOPM4M4010","5161.54","","","CEOPM4M4012","5396.24","","","",""
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM BÁSICA MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1000","2","CEPRBM1080","1002.05","","","CEPRBM1010","1083.37","","","CEPRBM1012","1252.14","","","CEPRBM1014","1369.23"
"","1200","2","CEPRBM1280","1128.76","","","CEPRBM1210","1201.89","","","CEPRBM1212","1377.12","","","CEPRBM1214","1497.08"
"","1500","3","CEPRBM1580","1292.28","","","CEPRBM1510","1400.38","","","CEPRBM1512","1595.3","","","CEPRBM1514","1743.52"
"","1700","3","CEPRBM1780","1406.1","","","CEPRBM1710","1464.75","","","CEPRBM1712","1746.09","","","CEPRBM1714","1897.5"
"","2000","4","CEPRBM2080","1578.32","","","CEPRBM2010","1732.04","","","CEPRBM2012","1934.44","","","CEPRBM2014","2112.85"
"","2200","4","CEPRBM2280","1668.08","","","CEPRBM2210","1817.74","","","CEPRBM2212","2034.33","","","CEPRBM2214","2205.9"
"","2400","4","CEPRBM2480","2093.6","","","CEPRBM2410","2241.24","","","CEPRBM2412","2501.48","","","CEPRBM2414","2692.72"
"","2500","5","CEPRBM2580","1844.22","","","CEPRBM2510","2003.58","","","CEPRBM2512","2247.17","","","CEPRBM2514","2425.06"
"","2700","5","CEPRBM2780","2257.12","","","CEPRBM2710","2439.73","","","CEPRBM2712","2719.66","","","CEPRBM2714","2939.17"
"","2900","5","CEPRBM2980","2370.94","","","CEPRBM2910","2504.1","","","CEPRBM2912","2870.46","","","CEPRBM2914","3093.15"
"","3000","6","CEPRBM3080","2420.64","","","CEPRBM3010","2638.22","","","CEPRBM3012","2937.85","","","CEPRBM3014","3185.61"
"","3200","6","CEPRBM3280","2534.46","","","CEPRBM3210","2702.59","","","CEPRBM3212","3088.64","","","CEPRBM3214","3339.59"
"","3400","6","CEPRBM3480","2648.28","","","CEPRBM3410","2766.96","","","CEPRBM3412","3239.43","","","CEPRBM3414","3493.57"
"","3500","7","CEPRBM3580","2706.68","","","CEPRBM3510","2969.87","","","CEPRBM3512","3276.99","","","CEPRBM3514","3554.94"
"","3600","6","CEPRBM3680","3058.44","","","CEPRBM3610","3280.59","","","CEPRBM3612","3625.85","","","CEPRBM3614","3888.37"
"","3700","7","CEPRBM3780","2820.5","","","CEPRBM3710","3034.25","","","CEPRBM3712","3427.78","","","CEPRBM3714","3708.92"
"","3900","7","CEPRBM3980","2910.26","","","CEPRBM3910","3119.94","","","CEPRBM3912","3527.67","","","CEPRBM3914","3801.97"
"","4000","8","CEPRBM4080","2992.71","","","CEPRBM4010","3301.53","","","CEPRBM4012","3616.13","","","CEPRBM4014","3924.27"
"","4200","8","CEPRBM4280","3082.48","","","CEPRBM4210","3387.23","","","CEPRBM4212","3716.02","","","CEPRBM4214","4017.32"
"","4400","8","CEPRBM4480","3172.25","","","CEPRBM4410","3472.93","","","CEPRBM4412","3815.91","","","CEPRBM4414","4110.37"
"","4500","9","CEPRBM4580","3258.62","","","CEPRBM4510","3573.07","","","CEPRBM4512","3928.86","","","CEPRBM4514","4236.48"
"","4600","8","CEPRBM4680","3613.13","","","CEPRBM4610","3806.3","","","CEPRBM4612","4363.8","","","CEPRBM4614","4689.22"
"","4700","9","CEPRBM4780","3348.38","","","CEPRBM4710","3658.77","","","CEPRBM4712","4028.75","","","CEPRBM4714","4329.53"
"","4900","9","CEPRBM4980","3776.65","","","CEPRBM4910","4004.79","","","CEPRBM4912","4581.98","","","CEPRBM4914","4935.66"
"","5000","10","CEPRBM5080","3524.52","","","CEPRBM5010","3844.6","","","CEPRBM5012","4241.59","","","CEPRBM5014","4548.69"
"","5100","9","CEPRBM5180","3890.47","","","CEPRBM5110","4069.16","","","CEPRBM5112","4732.77","","","CEPRBM5114","5089.64"
"","5200","10","CEPRBM5280","3957.56","","","CEPRBM5210","4340.88","","","CEPRBM5212","4740.49","","","CEPRBM5214","5119.91"
"","5400","10","CEPRBM5480","4062.68","","","CEPRBM5410","4336.45","","","CEPRBM5412","4921.12","","","CEPRBM5414","5304.99"
"","5500","11","CEPRBM5580","4121.08","","","CEPRBM5510","4539.37","","","CEPRBM5512","4958.67","","","CEPRBM5514","5366.36"
"","5600","10","CEPRBM5680","4152.45","","","CEPRBM5610","4422.15","","","CEPRBM5612","5021.01","","","CEPRBM5614","5398.04"
"","5700","11","CEPRBM5780","4234.9","","","CEPRBM5710","4603.74","","","CEPRBM5712","5109.47","","","CEPRBM5714","5520.34"
"","5900","11","CEPRBM5980","4300.61","","","CEPRBM5910","4710.77","","","CEPRBM5912","5158.45","","","CEPRBM5914","5552.46"
"","6000","12","CEPRBM6080","4407.11","","","CEPRBM6010","4871.03","","","CEPRBM6012","5297.82","","","CEPRBM6014","5735.68"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM BÁSICA CENTRAL","ANCHO","","FONDO 1400","","","","FONDO 1800","","","","FONDO 2200","","","","FONDO 2500",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1200","4","CEPRBC1214","1966.15","","","CEPRBC1218","2018.94","","","CEPRBC1222","2411.87","","","CEPRBC1225","2535.54"
"","1500","6","CEPRBC1514","2276.25","","","CEPRBC1518","2398.97","","","CEPRBC1522","2831.29","","","CEPRBC1525","2974.14"
"","1700","6","CEPRBC1714","2452.16","","","CEPRBC1718","2475.98","","","CEPRBC1722","3081.15","","","CEPRBC1725","3243.74"
"","2000","8","CEPRBC2014","2762.06","","","CEPRBC2018","2976.03","","","CEPRBC2022","3423.32","","","CEPRBC2025","3647.24"
"","2200","8","CEPRBC2214","2863.59","","","CEPRBC2218","3069.43","","","CEPRBC2222","3545.09","","","CEPRBC2225","3740.74"
"","2400","8","CEPRBC2414","3573.34","","","CEPRBC2418","3770.39","","","CEPRBC2422","4308.77","","","CEPRBC2425","4542.43"
"","2500","10","CEPRBC2514","3198.28","","","CEPRBC2518","3423.51","","","CEPRBC2522","3953.19","","","CEPRBC2525","4202.89"
"","2700","10","CEPRBC2714","3883.43","","","CEPRBC2718","4150.42","","","CEPRBC2722","4728.19","","","CEPRBC2725","4981.03"
"","2900","10","CEPRBC2914","4059.35","","","CEPRBC2918","4227.43","","","CEPRBC2922","4978.05","","","CEPRBC2925","5250.63"
"","3000","12","CEPRBC3014","4193.53","","","CEPRBC3018","4530.46","","","CEPRBC3022","5147.62","","","CEPRBC3025","5419.63"
"","3200","12","CEPRBC3214","4369.45","","","CEPRBC3218","4607.47","","","CEPRBC3222","5397.47","","","CEPRBC3225","5689.23"
"","3400","12","CEPRBC3414","4545.36","","","CEPRBC3418","4684.48","","","CEPRBC3422","5647.33","","","CEPRBC3425","5958.83"
"","3500","14","CEPRBC3514","4679.35","","","CEPRBC3518","5107.52","","","CEPRBC3522","5739.64","","","CEPRBC3525","6092.74"
"","3600","12","CEPRBC3614","5180.52","","","CEPRBC3618","5521.84","","","CEPRBC3622","6205.67","","","CEPRBC3625","6549.33"
"","3700","14","CEPRBC3714","4855.26","","","CEPRBC3718","5184.53","","","CEPRBC3722","5989.5","","","CEPRBC3725","6362.34"
"","3900","14","CEPRBC3914","4956.79","","","CEPRBC3918","5277.92","","","CEPRBC3922","6111.27","","","CEPRBC3925","6455.84"
"","4000","16","CEPRBC4014","5165.16","","","CEPRBC4018","5684.58","","","CEPRBC4022","6331.66","","","CEPRBC4025","6765.84"
"","4200","16","CEPRBC4214","5266.69","","","CEPRBC4218","5777.97","","","CEPRBC4222","6453.44","","","CEPRBC4225","6859.34"
"","4400","16","CEPRBC4414","5368.22","","","CEPRBC4418","5871.37","","","CEPRBC4422","6575.22","","","CEPRBC4425","6952.84"
"","4500","18","CEPRBC4514","5601.38","","","CEPRBC4518","6132.06","","","CEPRBC4522","6861.53","","","CEPRBC4525","7321.49"
"","4600","16","CEPRBC4614","6152.54","","","CEPRBC4618","6435.93","","","CEPRBC4622","7544.23","","","CEPRBC4625","7965.73"
"","4700","18","CEPRBC4714","5702.91","","","CEPRBC4718","6225.45","","","CEPRBC4722","6983.31","","","CEPRBC4725","7414.99"
"","4900","18","CEPRBC4914","6462.64","","","CEPRBC4918","6815.97","","","CEPRBC4922","7963.66","","","CEPRBC4925","8404.33"
"","5000","20","CEPRBC5014","6037.59","","","CEPRBC5018","6579.54","","","CEPRBC5022","7391.4","","","CEPRBC5025","7877.13"
"","5100","18","CEPRBC5114","6638.56","","","CEPRBC5118","6892.98","","","CEPRBC5122","8213.51","","","CEPRBC5125","8673.93"
"","5200","20","CEPRBC5214","6772.35","","","CEPRBC5218","7436.03","","","CEPRBC5222","8228.57","","","CEPRBC5225","8772.74"
"","5400","20","CEPRBC5414","6948.46","","","CEPRBC5418","7393.03","","","CEPRBC5422","8555.68","","","CEPRBC5425","9077.43"
"","5500","22","CEPRBC5514","7082.44","","","CEPRBC5518","7816.06","","","CEPRBC5522","8647.99","","","CEPRBC5525","9211.34"
"","5600","20","CEPRBC5614","7049.99","","","CEPRBC5618","7486.42","","","CEPRBC5622","8677.46","","","CEPRBC5625","9170.93"
"","5700","22","CEPRBC5714","7258.36","","","CEPRBC5718","7893.07","","","CEPRBC5722","8897.85","","","CEPRBC5725","9480.94"
"","5900","22","CEPRBC5914","7285.5","","","CEPRBC5918","8002.85","","","CEPRBC5922","8891.54","","","CEPRBC5925","9398.34"
"","6000","24","CEPRBC6014","7568.26","","","CEPRBC6018","8393.12","","","CEPRBC6022","9240.01","","","CEPRBC6025","9884.44"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM INTEGRAL MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1000","2","CEPRIM1080","1105.81","","","CEPRIM1010","1187.13","","","CEPRIM1012","1355.9","","","CEPRIM1014","1472.99"
"","1200","2","CEPRIM1280","1243.48","","","CEPRIM1210","1316.62","","","CEPRIM1212","1491.84","","","CEPRIM1214","1611.8"
"","1500","3","CEPRIM1580","1437.71","","","CEPRIM1510","1545.81","","","CEPRIM1512","1740.73","","","CEPRIM1514","1888.95"
"","1700","3","CEPRIM1780","1564.04","","","CEPRIM1710","1622.69","","","CEPRIM1712","1904.03","","","CEPRIM1714","2055.44"
"","2000","4","CEPRIM2080","1766.91","","","CEPRIM2010","1920.64","","","CEPRIM2012","2123.04","","","CEPRIM2014","2301.45"
"","2200","4","CEPRIM2280","1866.61","","","CEPRIM2210","2016.27","","","CEPRIM2212","2232.86","","","CEPRIM2214","2404.43"
"","2400","4","CEPRIM2480","2323.05","","","CEPRIM2410","2470.69","","","CEPRIM2412","2730.93","","","CEPRIM2414","2922.17"
"","2500","5","CEPRIM2580","2068.81","","","CEPRIM2510","2228.16","","","CEPRIM2512","2471.76","","","CEPRIM2514","2649.65"
"","2700","5","CEPRIM2780","2517.27","","","CEPRIM2710","2699.88","","","CEPRIM2712","2979.81","","","CEPRIM2714","3199.32"
"","2900","5","CEPRIM2980","2643.61","","","CEPRIM2910","2776.76","","","CEPRIM2912","3143.12","","","CEPRIM2914","3365.81"
"","3000","6","CEPRIM3080","2711.49","","","CEPRIM3010","2929.07","","","CEPRIM3012","3228.7","","","CEPRIM3014","3476.46"
"","3200","6","CEPRIM3280","2837.83","","","CEPRIM3210","3005.95","","","CEPRIM3212","3392","","","CEPRIM3214","3642.96"
"","3400","6","CEPRIM3480","2964.16","","","CEPRIM3410","3082.84","","","CEPRIM3412","3555.31","","","CEPRIM3414","3809.45"
"","3500","7","CEPRIM3580","3040.7","","","CEPRIM3510","3303.9","","","CEPRIM3512","3611.01","","","CEPRIM3514","3888.96"
"","3600","6","CEPRIM3680","3402.62","","","CEPRIM3610","3624.76","","","CEPRIM3612","3970.02","","","CEPRIM3614","4232.54"
"","3700","7","CEPRIM3780","3167.04","","","CEPRIM3710","3380.78","","","CEPRIM3712","3774.32","","","CEPRIM3714","4055.46"
"","3900","7","CEPRIM3980","3266.73","","","CEPRIM3910","3476.41","","","CEPRIM3912","3884.14","","","CEPRIM3914","4158.44"
"","4000","8","CEPRIM4080","3369.91","","","CEPRIM4010","3678.73","","","CEPRIM4012","3993.32","","","CEPRIM4014","4301.46"
"","4200","8","CEPRIM4280","3469.61","","","CEPRIM4210","3774.36","","","CEPRIM4212","4103.15","","","CEPRIM4214","4404.45"
"","4400","8","CEPRIM4480","3569.31","","","CEPRIM4410","3869.99","","","CEPRIM4412","4212.97","","","CEPRIM4414","4507.43"
"","4500","9","CEPRIM4580","3671.8","","","CEPRIM4510","3986.26","","","CEPRIM4512","4342.04","","","CEPRIM4514","4649.67"
"","4600","8","CEPRIM4680","4043.73","","","CEPRIM4610","4236.91","","","CEPRIM4612","4794.4","","","CEPRIM4614","5119.82"
"","4700","9","CEPRIM4780","3771.5","","","CEPRIM4710","4081.89","","","CEPRIM4712","4451.87","","","CEPRIM4714","4752.65"
"","4900","9","CEPRIM4980","4237.95","","","CEPRIM4910","4466.1","","","CEPRIM4912","5043.28","","","CEPRIM4914","5396.97"
"","5000","10","CEPRIM5080","3973.7","","","CEPRIM5010","4293.78","","","CEPRIM5012","4690.76","","","CEPRIM5014","4997.87"
"","5100","9","CEPRIM5180","4364.29","","","CEPRIM5110","4542.98","","","CEPRIM5112","5206.59","","","CEPRIM5114","5563.46"
"","5200","10","CEPRIM5280","4449.48","","","CEPRIM5210","4832.8","","","CEPRIM5212","5232.41","","","CEPRIM5214","5611.83"
"","5400","10","CEPRIM5480","4567.16","","","CEPRIM5410","4840.93","","","CEPRIM5412","5425.6","","","CEPRIM5414","5809.47"
"","5500","11","CEPRIM5580","4643.7","","","CEPRIM5510","5061.99","","","CEPRIM5512","5481.3","","","CEPRIM5514","5888.98"
"","5600","10","CEPRIM5680","4666.86","","","CEPRIM5610","4936.56","","","CEPRIM5612","5535.42","","","CEPRIM5614","5912.45"
"","5700","11","CEPRIM5780","4770.03","","","CEPRIM5710","5138.87","","","CEPRIM5712","5644.6","","","CEPRIM5714","6055.47"
"","5900","11","CEPRIM5980","4843.1","","","CEPRIM5910","5253.25","","","CEPRIM5912","5700.94","","","CEPRIM5914","6094.95"
"","6000","12","CEPRIM6080","4972.91","","","CEPRIM6010","5436.82","","","CEPRIM6012","5863.61","","","CEPRIM6014","6301.48"
"","","","","","","","","","","","","","","","",""
"CAMPANA PREMIUM INTEGRAL CENTRAL","ANCHO","","FONDO 1400","","","","FONDO 1800","","","","FONDO 2200","","","","FONDO 2500",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1200","4","CEPRIC1214","2221.14","","","CEPRIC1218","2273.93","","","CEPRIC1222","2666.86","","","CEPRIC1225","2790.53"
"","1500","6","CEPRIC1514","2605.76","","","CEPRIC1518","2728.48","","","CEPRIC1522","3160.8","","","CEPRIC1525","3303.65"
"","1700","6","CEPRIC1714","2806.65","","","CEPRIC1718","2830.48","","","CEPRIC1722","3435.64","","","CEPRIC1725","3598.23"
"","2000","8","CEPRIC2014","3208.02","","","CEPRIC2018","3421.98","","","CEPRIC2022","3869.27","","","CEPRIC2025","4093.2"
"","2200","8","CEPRIC2214","3309.93","","","CEPRIC2218","3515.77","","","CEPRIC2222","3991.43","","","CEPRIC2225","4187.08"
"","2400","8","CEPRIC2414","4083.32","","","CEPRIC2418","4280.37","","","CEPRIC2422","4818.75","","","CEPRIC2425","5052.41"
"","2500","10","CEPRIC2514","3724.94","","","CEPRIC2518","3950.18","","","CEPRIC2522","4479.85","","","CEPRIC2525","4729.55"
"","2700","10","CEPRIC2714","4467.93","","","CEPRIC2718","4734.92","","","CEPRIC2722","5312.69","","","CEPRIC2725","5565.53"
"","2900","10","CEPRIC2914","4668.83","","","CEPRIC2918","4836.92","","","CEPRIC2922","5587.53","","","CEPRIC2925","5860.12"
"","3000","12","CEPRIC3014","4852.55","","","CEPRIC3018","5189.47","","","CEPRIC3022","5806.63","","","CEPRIC3025","6078.65"
"","3200","12","CEPRIC3214","5053.45","","","CEPRIC3218","5291.47","","","CEPRIC3222","6081.47","","","CEPRIC3225","6373.23"
"","3400","12","CEPRIC3414","5254.34","","","CEPRIC3418","5393.47","","","CEPRIC3422","6356.32","","","CEPRIC3425","6667.82"
"","3500","14","CEPRIC3514","5454.81","","","CEPRIC3518","5882.98","","","CEPRIC3522","6515.1","","","CEPRIC3525","6868.2"
"","3600","12","CEPRIC3614","5945.49","","","CEPRIC3618","6286.81","","","CEPRIC3622","6970.64","","","CEPRIC3625","7314.3"
"","3700","14","CEPRIC3714","5655.7","","","CEPRIC3718","5984.97","","","CEPRIC3722","6789.94","","","CEPRIC3725","7162.78"
"","3900","14","CEPRIC3914","5757.62","","","CEPRIC3918","6078.76","","","CEPRIC3922","6912.11","","","CEPRIC3925","7256.67"
"","4000","16","CEPRIC4014","6057.07","","","CEPRIC4018","6576.48","","","CEPRIC4022","7223.57","","","CEPRIC4025","7657.75"
"","4200","16","CEPRIC4214","6158.98","","","CEPRIC4218","6670.26","","","CEPRIC4222","7345.73","","","CEPRIC4225","7751.64"
"","4400","16","CEPRIC4414","6260.9","","","CEPRIC4418","6764.05","","","CEPRIC4422","7467.9","","","CEPRIC4425","7845.52"
"","4500","18","CEPRIC4514","6573.99","","","CEPRIC4518","7104.67","","","CEPRIC4522","7834.15","","","CEPRIC4525","8294.1"
"","4600","16","CEPRIC4614","7116.52","","","CEPRIC4618","7399.91","","","CEPRIC4622","8508.21","","","CEPRIC4625","8929.7"
